"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"40","RT @WhatMattHerrs: #Flu incidence rates continue to fall, but tragically there were some pediatric flu deaths this week. This is why gettin…",FALSE,0,NA,2019-03-08 15:56:15,FALSE,NA,"1104048191551537153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ncphnursing",2,TRUE,FALSE,NA,NA
"41","RT @CDCFlu: #FluFactFriday: Flu vaccine not only protects you, but those around you. 

Protection from #flu is especially important for tho…",FALSE,0,NA,2019-03-08 15:55:43,FALSE,NA,"1104048054347448325",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","medT52",11,TRUE,FALSE,NA,NA
"42","RT @CDCFlu: #FluFactFriday: Flu vaccine not only protects you, but those around you. 

Protection from #flu is especially important for tho…",FALSE,0,NA,2019-03-08 15:55:29,FALSE,NA,"1104047996159840257",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shoeangelshop",11,TRUE,FALSE,NA,NA
"43","RT @CDCFlu: Heart disease is among the most common chronic conditions in adults hospitalized with #flu. If you have heart disease or have h…",FALSE,0,NA,2019-03-08 15:53:48,FALSE,NA,"1104047575802564608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","medT52",16,TRUE,FALSE,NA,NA
"44","For more than a decade now, two scientists have been trying to create a deadly human pathogen from avian influenza.… https://t.co/7mmiN05xZ7",FALSE,0,NA,2019-03-08 15:52:36,TRUE,NA,"1104047272990511105",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","sickweather",1,FALSE,FALSE,NA,NA
"45","RT @CDCFlu: #FluFactFriday: Flu vaccine not only protects you, but those around you. 

Protection from #flu is especially important for tho…",FALSE,0,NA,2019-03-08 15:49:07,FALSE,NA,"1104046394367791105",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","harrisonmemhosp",11,TRUE,FALSE,NA,NA
"46","RT @WhatMattHerrs: #Flu incidence rates continue to fall, but tragically there were some pediatric flu deaths this week. This is why gettin…",FALSE,0,NA,2019-03-08 15:44:01,FALSE,NA,"1104045111141384192",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","FeistyOldHag",2,TRUE,FALSE,NA,NA
"47","#Winter hasn't given up just yet, and neither has the #flu. Visit VelocityCare by #Carilion at the first sign of fl… https://t.co/ByUas7nI4P",FALSE,3,NA,2019-03-08 15:40:07,TRUE,NA,"1104044128659218432",NA,"<a href=""https://coschedule.com"" rel=""nofollow"">CoSchedule</a>","CarilionClinic",0,FALSE,FALSE,NA,NA
"48","RT @CDCFlu: Is #flu near you? During the week ending Feb. 23, 33 states and New York City experienced high flu-like illness activity.

View…",FALSE,0,NA,2019-03-08 15:36:29,FALSE,NA,"1104043215576014848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndrewKJericho",25,TRUE,FALSE,NA,NA
"49","RT @CDCFlu: CDC released updated immunizations schedules for 2019. #HCPs, you can look here for the latest information on #flu and other va…",FALSE,0,NA,2019-03-08 15:36:29,FALSE,NA,"1104043214447788034",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JOCOHealth",15,TRUE,FALSE,NA,NA
"50","RT @CDCFlu: #FluFact: Even when well-managed, diabetes can make the immune system less able to fight #flu infection, and flu illness can ma…",FALSE,0,NA,2019-03-08 15:36:23,FALSE,NA,"1104043192276713473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndrewKJericho",20,TRUE,FALSE,NA,NA
"51","RT @CDCFlu: CDC estimates that up to 24 million people have been sick with #flu so far this season. Certain people, like adults 65+ and pre…",FALSE,0,NA,2019-03-08 15:36:08,FALSE,NA,"1104043129831854081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndrewKJericho",61,TRUE,FALSE,NA,NA
"52","RT @CDCFlu: #FluTip: DYK #flu can be more serious for people with asthma, even if their asthma is well-managed?
 
1.  Get a flu shot
2. Tak…",FALSE,0,NA,2019-03-08 15:35:51,FALSE,NA,"1104043057479991296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndrewKJericho",22,TRUE,FALSE,NA,NA
"53","RT @CDCFlu: CDC predicts that there are still weeks of #flu activity to come this season. It’s not too late to protect yourself and your fa…",FALSE,0,NA,2019-03-08 15:35:44,FALSE,NA,"1104043027998347265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndrewKJericho",36,TRUE,FALSE,NA,NA
"54","RT @CDCFlu: Heart disease is among the most common chronic conditions in adults hospitalized with #flu. If you have heart disease or have h…",FALSE,0,NA,2019-03-08 15:35:30,FALSE,NA,"1104042967831113728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndrewKJericho",16,TRUE,FALSE,NA,NA
"55","RT @CDCFlu: #FluFactFriday: Flu vaccine not only protects you, but those around you. 

Protection from #flu is especially important for tho…",FALSE,0,NA,2019-03-08 15:35:23,FALSE,NA,"1104042938714279936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndrewKJericho",11,TRUE,FALSE,NA,NA
"56","RT @LFCHD: This morning's snow has us reflecting on a busy #winter with #hepatitisA, #pertussis and the #flu! Make sure your family is prot…",FALSE,0,NA,2019-03-08 15:33:11,FALSE,NA,"1104042384734806016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UKCPH",1,TRUE,FALSE,NA,NA
"57","RT @CDCFlu: #FluFactFriday: Flu vaccine not only protects you, but those around you. 

Protection from #flu is especially important for tho…",FALSE,0,NA,2019-03-08 15:30:36,FALSE,NA,"1104041734475001856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Luminex",11,TRUE,FALSE,NA,NA
"58","The #Trump administration has quietly restarted #experiments to make the #flu more deadly. Two researchers explain… https://t.co/qwoZazzJdk",FALSE,0,NA,2019-03-08 15:26:46,TRUE,NA,"1104040769273450497",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ThePlainDealer",0,FALSE,FALSE,NA,NA
"59","RT @CDCFlu: #FluFactFriday: Flu vaccine not only protects you, but those around you. 

Protection from #flu is especially important for tho…",FALSE,0,NA,2019-03-08 15:21:15,FALSE,NA,"1104039383865352193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gabbott",11,TRUE,FALSE,NA,NA
"60","RT @CDCFlu: #FluFactFriday: Flu vaccine not only protects you, but those around you. 

Protection from #flu is especially important for tho…",FALSE,0,NA,2019-03-08 15:17:21,FALSE,NA,"1104038399621718016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MedicareGov",11,TRUE,FALSE,NA,NA
"61","#Flu incidence rates continue to fall, but tragically there were some pediatric flu deaths this week. This is why g… https://t.co/HgqN08GCMU",FALSE,1,NA,2019-03-08 15:10:50,TRUE,NA,"1104036761716559873",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WhatMattHerrs",2,FALSE,FALSE,NA,NA
"62","RT @CDCFlu: #FluFactFriday: Flu vaccine not only protects you, but those around you. 

Protection from #flu is especially important for tho…",FALSE,0,NA,2019-03-08 15:08:52,FALSE,NA,"1104036264339103745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wendicate",11,TRUE,FALSE,NA,NA
"63","RT @CDCFlu: Heart disease is among the most common chronic conditions in adults hospitalized with #flu. If you have heart disease or have h…",FALSE,0,NA,2019-03-08 15:08:50,FALSE,NA,"1104036257829699584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WayneCoHD",16,TRUE,FALSE,NA,NA
"64","#FluFactFriday: Flu vaccine not only protects you, but those around you. 

Protection from #flu is especially impor… https://t.co/zlBG9CZrqD",FALSE,9,NA,2019-03-08 15:08:03,TRUE,NA,"1104036058608607232",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","CDCFlu",11,FALSE,FALSE,NA,NA
"65","Did you know it's still #flu season? There's still time to get vaccinated and protect yourself, your family, and yo… https://t.co/fZBZJjFAdR",FALSE,0,NA,2019-03-08 15:02:20,TRUE,NA,"1104034619924627457",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LakeCoHealth",0,FALSE,FALSE,NA,NA
"66","Bad #flu seasons test US hospitals https://t.co/xPu3XfOwsq via @GoHealio #FightFlu https://t.co/CWyI8SKQWX",FALSE,0,NA,2019-03-08 15:01:06,FALSE,NA,"1104034311253250055",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NFIDvaccines",0,FALSE,FALSE,NA,NA
"67","RT @cellhostmicrobe: A new means to fight #flu: New work identifies an orally active small molecule against #influenza A HA that functional…",FALSE,0,NA,2019-03-08 14:58:07,FALSE,NA,"1104033559629754369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EduardYts5",6,TRUE,FALSE,NA,NA
"68","RT @VaccinesToday: Six times more likely to have a heart attack in the week after flu diagnosis
 https://t.co/XEtfw4vxjr
#flu
#vaccineswork…",FALSE,0,NA,2019-03-08 14:52:51,FALSE,NA,"1104032233516617728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LDUniGr",71,TRUE,FALSE,NA,NA
"69","RT @georgepapadapol: Según esta cohorte prospectiva multicéntrica (4755 sujetos canadienses con EPOC ingresados por una agudización, 38.5%…",FALSE,0,NA,2019-03-08 14:52:41,FALSE,NA,"1104032191695204352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pulmonology101",1,TRUE,FALSE,NA,NA
"70","RT @cellhostmicrobe: A new means to fight #flu: New work identifies an orally active small molecule against #influenza A HA that functional…",FALSE,0,NA,2019-03-08 14:50:44,FALSE,NA,"1104031704220606464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joaodjota",6,TRUE,FALSE,NA,NA
"71","RT @CDCFlu: #FluTip: DYK #flu can be more serious for people with asthma, even if their asthma is well-managed?
 
1.  Get a flu shot
2. Tak…",FALSE,0,NA,2019-03-08 14:43:48,FALSE,NA,"1104029959431962625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scigirl2010",22,TRUE,FALSE,NA,NA
"72","US Government lifts ban to allow 'dangerous' bird flu experiments...

https://t.co/E5NxfehNIX 

#flu #birdflu #flu2019 #cdc",FALSE,0,NA,2019-03-08 14:43:27,FALSE,NA,"1104029867732025344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eDocAmerica",0,FALSE,FALSE,NA,NA
"73","RT @CDCFlu: #Flu is widespread in most of the country. Here’s what to do if you get sick. 👇https://t.co/pGrHlkRexy #WednesdayWisdom https:/…",FALSE,0,NA,2019-03-08 14:43:25,FALSE,NA,"1104029862245744641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scigirl2010",146,TRUE,FALSE,NA,NA
"74","RT @CDCFlu: CDC predicts that there are still weeks of #flu activity to come this season. It’s not too late to protect yourself and your fa…",FALSE,0,NA,2019-03-08 14:42:44,FALSE,NA,"1104029688941424641",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HudCoNJOEM",36,TRUE,FALSE,NA,NA
"75","Let us do the boxing for you! #germexpertcertified #disinfxcertified #germs #coldandflu #flu #nosickdays #superclean https://t.co/inL1Lj4JLQ",FALSE,0,NA,2019-03-08 14:30:18,FALSE,NA,"1104026560640806912",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","disinfx",0,FALSE,FALSE,NA,NA
"76","RT @ViraBurnayeva: Guillain Barré Syndrome is #1 in #Vaccine #Injury Compensations due to #Flu Shots

https://t.co/aEdpHxvwlx https://t.co/…",FALSE,0,NA,2019-03-08 14:24:52,FALSE,NA,"1104025194031534081",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EloaDoner",6,TRUE,FALSE,NA,NA
"77","Según esta cohorte prospectiva multicéntrica (4755 sujetos canadienses con EPOC ingresados por una agudización, 38.… https://t.co/4fdZFloSHx",FALSE,2,NA,2019-03-08 14:23:26,TRUE,NA,"1104024832897896449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","georgepapadapol",1,FALSE,FALSE,NA,NA
"78","A new means to fight #flu: New work identifies an orally active small molecule against #influenza A HA that functio… https://t.co/zYDUOPNJhA",FALSE,8,NA,2019-03-08 14:05:09,TRUE,NA,"1104020232765689859",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cellhostmicrobe",6,FALSE,FALSE,NA,NA
"79","RT @VaccinesToday: Six times more likely to have a heart attack in the week after flu diagnosis
 https://t.co/XEtfw4vxjr
#flu
#vaccineswork…",FALSE,0,NA,2019-03-08 14:05:07,FALSE,NA,"1104020222078607360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DimiPolitis",71,TRUE,FALSE,NA,NA
"80","Can getting your #flu shot prevent a heart attack? It has been shown that getting a flu shot can lower the risk of… https://t.co/HE5R6cf4rN",FALSE,1,NA,2019-03-08 14:00:28,TRUE,NA,"1104019052891160577",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","MayoContent",0,FALSE,FALSE,NA,NA
"81","RT @ViraBurnayeva: Guillain Barré Syndrome is #1 in #Vaccine #Injury Compensations due to #Flu Shots

https://t.co/aEdpHxvwlx https://t.co/…",FALSE,0,NA,2019-03-08 13:56:01,FALSE,NA,"1104017932412174336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realgrace31",6,TRUE,FALSE,NA,NA
