"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1253","RT @stacyanngooden: Expect temperatures 10-20 degrees below normal for this time of year. #temperatures #cold #coldweather #morningson1 @NY…",FALSE,0,NA,2019-03-05 16:15:13,FALSE,NA,"1102965799881445379",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DDebroy84",3,TRUE,FALSE,NA,NA
"1254","RT @stacyanngooden: Just when you thought we had it bad. Check out temps in the midwest this morning. #cold #coldweather #morningson1 @NY1…",FALSE,0,NA,2019-03-05 16:13:48,FALSE,NA,"1102965444623958016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DDebroy84",5,TRUE,FALSE,NA,NA
"1255","RT @weatherchannel: Recap: This latest #cold outbreak shattered March monthly records in several locations, including one preliminary state…",FALSE,0,NA,2019-03-05 16:12:02,FALSE,NA,"1102964997448257538",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rosy2217",62,TRUE,FALSE,NA,NA
"1256","This weather makes me feel like I'm at NYC or Chicago on fall day. #chicago #nyc #nostalgia #cold #rainy #day",FALSE,3,NA,2019-03-05 16:08:54,FALSE,NA,"1102964212027084801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ErikGalganski",0,FALSE,FALSE,NA,NA
"1257","This afternoon will be sunny to partly cloudy, brisk and cold with a flurry or snow shower in the Catskills and Poc… https://t.co/PSFDZuq1nj",FALSE,11,NA,2019-03-05 16:07:38,TRUE,NA,"1102963890621689856",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","JeffSmithABC7",1,FALSE,FALSE,NA,NA
"1258","RT @DLNphotos: Photo of the auroras hanging over Chena lake's ice fishing huts in North Pole, AK with .@CNLastro 
#astrophotography #aurora…",FALSE,0,NA,2019-03-05 16:07:31,FALSE,NA,"1102963864335876096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AngedeChaton",60,TRUE,FALSE,NA,NA
"1259","#compress #therapy pack, use #hot or #cold. Made in the #USA #freeshipping. $8.99 
#ad https://t.co/50s5rlQ2CV",FALSE,0,NA,2019-03-05 16:03:27,FALSE,NA,"1102962840678424577",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","MichelleVaitkus",0,FALSE,FALSE,NA,NA
"1260","Don't go it alone!  Support a healthy immune system naturally with all #organic free radical fighting and detoxifyi… https://t.co/Huu6GciSvV",FALSE,7,NA,2019-03-05 16:02:48,TRUE,NA,"1102962675334762497",NA,"<a href=""https://postcron.com"" rel=""nofollow"">Postcron App</a>","Renovation_Tea",7,FALSE,FALSE,NA,NA
"1261","Because it’s freezing outside I thought the socks with the Norman Rockwell painting of the kids ice skating would b… https://t.co/jJCTL1Fa9J",FALSE,0,NA,2019-03-05 16:02:21,TRUE,NA,"1102962562960769027",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Ben_Gleeson",0,FALSE,FALSE,"-84.3889","33.7566"
"1262","RT @weatherchannel: Recap: This latest #cold outbreak shattered March monthly records in several locations, including one preliminary state…",FALSE,0,NA,2019-03-05 16:01:41,FALSE,NA,"1102962393544417280",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","M_Surono_",62,TRUE,FALSE,NA,NA
"1263","RT @stacyanngooden: Now that the snow is out, an arctic blast takes over. How cold will it get? Here's a look at the forecast #cold #coldwe…",FALSE,0,NA,2019-03-05 15:54:14,FALSE,NA,"1102960520922103808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TranquiloInDaBX",6,TRUE,FALSE,NA,NA
"1264","RT @judah47: If you are a human meteorologist and you are feeling bad about your #winter forecast, there is consolation - you didn't do any…",FALSE,0,NA,2019-03-05 15:49:14,FALSE,NA,"1102959260705701889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","metz_chance",25,TRUE,FALSE,NA,NA
"1265","Make sure to stay warm #boston 
We won’t see temperatures reach 32 until the weekend 
#cold #snow",FALSE,1,NA,2019-03-05 15:48:43,FALSE,NA,"1102959133018468352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WeatherOnTheFly",0,FALSE,FALSE,NA,NA
"1266","Cold, winter morning sun... #wintersun #cold #morning #sun #morningsun #balloffire #fireinthesky @ Waterdown, Ontar… https://t.co/khG5k38fI9",FALSE,0,NA,2019-03-05 15:43:30,TRUE,NA,"1102957818506825728",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","xl72",0,FALSE,FALSE,"-79.89972994","43.33266114"
"1267","RT @NWSCLE: We are off to a #cold start this morning with #windchills ranging from  zero to 12 below at 6 AM! Gradual improvement is expect…",FALSE,0,NA,2019-03-05 15:43:10,FALSE,NA,"1102957733773537280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","metz_chance",12,TRUE,FALSE,NA,NA
"1268","RT @livewxradar: The forecast map for early today . Radars at :     https://t.co/HNLPnb8GMF     
  
#wx #weather #storm #hail #wind #floodi…",FALSE,0,NA,2019-03-05 15:42:02,FALSE,NA,"1102957448883781632",NA,"<a href=""https://twitter.com/daniceraj"" rel=""nofollow"">TwitterAppBots</a>","daniceraj",1,TRUE,FALSE,NA,NA
"1269","RT @weatherchannel: Recap: This latest #cold outbreak shattered March monthly records in several locations, including one preliminary state…",FALSE,0,NA,2019-03-05 15:36:46,FALSE,NA,"1102956125333454849",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IreneCarmichae1",62,TRUE,FALSE,NA,NA
"1270","Pooling #water #outdoors #melting #snow #pond #cold #eyeofkiah #photography #nature #centralpark #nikond3200… https://t.co/lTqVNbalDa",FALSE,0,NA,2019-03-05 15:34:47,TRUE,NA,"1102955625833791489",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","kbrooksnature",0,FALSE,FALSE,"-73.972216","40.77274259"
